,15251
2019-07-25,88
2019-07-26,47
2019-07-27,7
2019-07-28,3
2019-07-29,40
2019-07-30,63
2019-07-31,47
2019-08-01,79
2019-08-02,46
2019-08-03,13
2019-08-04,5
2019-08-05,64
2019-08-06,50
2019-08-07,47
2019-08-08,62
2019-08-09,50
2019-08-10,8
2019-08-11,8
2019-08-12,32
2019-08-13,48
2019-08-14,49
2019-08-15,54
2019-08-16,40
2019-08-17,7
2019-08-18,16
2019-08-19,40
2019-08-20,44
2019-08-21,35
2019-08-22,53
2019-08-23,51
2019-08-24,9
2019-08-25,7
2019-08-26,40
2019-08-27,62
2019-08-28,31
2019-08-29,59
2019-08-30,66
2019-08-31,12
2019-09-01,11
2019-09-02,28
2019-09-03,40
2019-09-04,30
2019-09-05,58
2019-09-06,51
2019-09-07,14
2019-09-08,12
2019-09-09,41
2019-09-10,51
2019-09-11,48
2019-09-12,46
2019-09-13,53
2019-09-14,15
2019-09-15,4
2019-09-16,27
2019-09-17,37
2019-09-18,72
2019-09-19,51
2019-09-20,47
2019-09-21,10
2019-09-22,7
2019-09-23,36
2019-09-24,53
2019-09-25,29
2019-09-26,66
2019-09-27,65
2019-09-28,12
2019-09-29,13
2019-09-30,62
2019-10-01,65
2019-10-02,22
2019-10-03,52
2019-10-04,42
2019-10-05,10
2019-10-06,9
2019-10-07,32
2019-10-08,61
2019-10-09,37
2019-10-10,57
2019-10-11,26
2019-10-12,9
2019-10-13,8
2019-10-14,40
2019-10-15,89
2019-10-16,36
2019-10-17,70
2019-10-18,58
2019-10-19,7
2019-10-20,10
2019-10-21,26
2019-10-22,62
2019-10-23,37
2019-10-24,62
2019-10-25,45
2019-10-26,17
2019-10-27,9
2019-10-28,62
2019-10-29,44
2019-10-30,38
2019-10-31,69
2019-11-01,60
2019-11-02,11
2019-11-03,12
2019-11-04,31
2019-11-05,64
2019-11-06,42
2019-11-07,58
2019-11-08,41
2019-11-09,14
2019-11-10,14
2019-11-11,45
2019-11-12,42
2019-11-13,21
2019-11-14,79
2019-11-15,48
2019-11-16,11
2019-11-17,16
2019-11-18,44
2019-11-19,47
2019-11-20,43
2019-11-21,56
2019-11-22,53
2019-11-23,9
2019-11-24,14
2019-11-25,54
2019-11-26,40
2019-11-27,47
2019-11-28,39
2019-11-29,34
2019-11-30,7
2019-12-01,8
2019-12-02,37
2019-12-03,56
2019-12-04,67
2019-12-05,56
2019-12-06,39
2019-12-07,8
2019-12-08,13
2019-12-09,28
2019-12-10,76
2019-12-11,44
2019-12-12,92
2019-12-13,71
2019-12-14,14
2019-12-15,7
2019-12-16,69
2019-12-17,61
2019-12-18,57
2019-12-19,87
2019-12-20,46
2019-12-21,18
2019-12-22,23
2019-12-23,28
2019-12-24,18
2019-12-25,15
2019-12-26,23
2019-12-27,18
2019-12-28,17
2019-12-29,9
2019-12-30,10
2019-12-31,25
2020-01-01,24
2020-01-02,24
2020-01-03,33
2020-01-04,11
2020-01-05,14
2020-01-06,35
2020-01-07,30
2020-01-08,20
2020-01-09,59
2020-01-10,32
2020-01-11,16
2020-01-12,20
2020-01-13,30
2020-01-14,43
2020-01-15,33
2020-01-16,71
2020-01-17,88
2020-01-18,14
2020-01-19,6
2020-01-20,66
2020-01-21,36
2020-01-22,27
2020-01-23,61
2020-01-24,36
2020-01-25,12
2020-01-26,11
2020-01-27,28
2020-01-28,62
2020-01-29,41
2020-01-30,50
2020-01-31,63
2020-02-01,18
2020-02-02,16
2020-02-03,27
2020-02-04,54
2020-02-05,54
2020-02-06,53
2020-02-07,39
2020-02-08,10
2020-02-09,10
2020-02-10,37
2020-02-11,85
2020-02-12,42
2020-02-13,103
2020-02-14,61
2020-02-15,14
2020-02-16,10
2020-02-17,31
2020-02-18,39
2020-02-19,48
2020-02-20,83
2020-02-21,65
2020-02-22,11
2020-02-23,8
2020-02-24,58
2020-02-25,69
2020-02-26,46
2020-02-27,71
2020-02-28,68
2020-02-29,17
2020-03-01,14
2020-03-02,35
2020-03-03,49
2020-03-04,27
2020-03-05,44
2020-03-06,46
2020-03-07,14
2020-03-08,9
2020-03-09,44
2020-03-10,50
2020-03-11,96
2020-03-12,48
2020-03-13,63
2020-03-14,16
2020-03-15,9
2020-03-16,41
2020-03-17,40
2020-03-18,35
2020-03-19,63
2020-03-20,48
2020-03-21,13
2020-03-22,8
2020-03-23,110
2020-03-24,81
2020-03-25,41
2020-03-26,73
2020-03-27,43
2020-03-28,12
2020-03-29,9
2020-03-30,50
2020-03-31,52
2020-04-01,60
2020-04-02,56
2020-04-03,40
2020-04-04,12
2020-04-05,5
2020-04-06,29
2020-04-07,55
2020-04-08,66
2020-04-09,57
2020-04-10,61
2020-04-11,8
2020-04-12,8
2020-04-13,66
2020-04-14,44
2020-04-15,34
2020-04-16,55
2020-04-17,57
2020-04-18,16
2020-04-19,15
2020-04-20,39
2020-04-21,55
2020-04-22,56
2020-04-23,101
2020-04-24,58
2020-04-25,13
2020-04-26,9
2020-04-27,43
2020-04-28,50
2020-04-29,62
2020-04-30,59
2020-05-01,60
2020-05-02,10
2020-05-03,8
2020-05-04,30
2020-05-05,41
2020-05-06,31
2020-05-07,65
2020-05-08,49
2020-05-09,18
2020-05-10,32
2020-05-11,42
2020-05-12,45
2020-05-13,51
2020-05-14,61
2020-05-15,66
2020-05-16,22
2020-05-17,10
2020-05-18,32
2020-05-19,70
2020-05-20,48
2020-05-21,71
2020-05-22,63
2020-05-23,18
2020-05-24,16
2020-05-25,40
2020-05-26,51
2020-05-27,66
2020-05-28,81
2020-05-29,80
2020-05-30,13
2020-05-31,18
2020-06-01,33
2020-06-02,47
2020-06-03,24
2020-06-04,87
2020-06-05,52
2020-06-06,9
2020-06-07,13
2020-06-08,37
2020-06-09,45
2020-06-10,32
2020-06-11,81
2020-06-12,46
2020-06-13,19
2020-06-14,11
2020-06-15,59
2020-06-16,224
2020-06-17,58
2020-06-18,210
2020-06-19,50
2020-06-20,14
2020-06-21,11
2020-06-22,39
2020-06-23,58
2020-06-24,83
2020-06-25,93
2020-06-26,55
2020-06-27,4
2020-06-28,10
2020-06-29,29
2020-06-30,76
2020-07-01,50
2020-07-02,32
2020-07-03,54
2020-07-04,15
2020-07-05,14
2020-07-06,18
2020-07-07,26
2020-07-08,51
2020-07-09,47
2020-07-10,65
2020-07-11,16
2020-07-12,14
2020-07-13,38
2020-07-14,62
2020-07-15,53
2020-07-16,69
2020-07-17,73
2020-07-18,13
2020-07-19,15
2020-07-20,29
2020-07-21,72
2020-07-22,45
2020-07-23,60
2020-07-24,54
2020-07-25,17
2020-07-26,12
2020-07-27,31
2020-07-28,66
2020-07-29,58
2020-07-30,66
2020-07-31,79
2020-08-01,21
2020-08-02,12
2020-08-03,41
2020-08-04,53
2020-08-05,87
2020-08-06,67
2020-08-07,70
2020-08-08,14
2020-08-09,7
2020-08-10,50
2020-08-11,49
2020-08-12,31
2020-08-13,59
2020-08-14,61
2020-08-15,8
2020-08-16,5
2020-08-17,47
2020-08-18,44
2020-08-19,33
2020-08-20,73
2020-08-21,63
2020-08-22,12
2020-08-23,9
2020-08-24,40
2020-08-25,71
2020-08-26,40
2020-08-27,94
2020-08-28,69
2020-08-29,14
2020-08-30,18
2020-08-31,77
2020-09-01,61
2020-09-02,35
2020-09-03,67
2020-09-04,50
2020-09-05,15
2020-09-06,10
2020-09-07,93
2020-09-08,52
2020-09-09,26
2020-09-10,80
2020-09-11,43
2020-09-12,13
2020-09-13,11
2020-09-14,29
2020-09-15,65
2020-09-16,49
2020-09-17,87
2020-09-18,63
2020-09-19,14
2020-09-20,7
2020-09-21,48
2020-09-22,60
2020-09-23,65
2020-09-24,93
2020-09-25,64
2020-09-26,19
2020-09-27,11
2020-09-28,46
2020-09-29,70
2020-09-30,96
2020-10-01,77
2020-10-02,59
2020-10-03,20
2020-10-04,17
2020-10-05,56
2020-10-06,123
2020-10-07,91
2020-10-08,57
2020-10-09,58
2020-10-10,9
2020-10-11,3
2020-10-12,44
2020-10-13,70
2020-10-14,165
2020-10-15,128
2020-10-16,71
2020-10-17,9
2020-10-18,7
2020-10-19,43
2020-10-20,85
2020-10-21,63
2020-10-22,99
2020-10-23,96
2020-10-24,17
2020-10-25,6
2020-10-26,43
2020-10-27,58
2020-10-28,66
2020-10-29,87
2020-10-30,87
2020-10-31,25
2020-11-01,21
2020-11-02,59
2020-11-03,43
2020-11-04,60
2020-11-05,96
2020-11-06,71
2020-11-07,23
2020-11-08,8
2020-11-09,60
2020-11-10,69
2020-11-11,44
2020-11-12,96
2020-11-13,85
2020-11-14,14
2020-11-15,13
2020-11-16,36
2020-11-17,63
2020-11-18,53
2020-11-19,94
2020-11-20,70
2020-11-21,12
2020-11-22,19
2020-11-23,45
2020-11-24,44
2020-11-25,55
2020-11-26,58
2020-11-27,43
2020-11-28,4
2020-11-29,22
2020-11-30,61
2020-12-01,68
2020-12-02,49
2020-12-03,91
2020-12-04,89
2020-12-05,18
2020-12-06,13
2020-12-07,51
2020-12-08,51
2020-12-09,51
2020-12-10,72
2020-12-11,57
2020-12-12,14
2020-12-13,11
2020-12-14,58
2020-12-15,92
2020-12-16,57
2020-12-17,93
2020-12-18,56
2020-12-19,27
2020-12-20,28
2020-12-21,67
2020-12-22,79
2020-12-23,44
2020-12-24,57
2020-12-25,40
2020-12-26,10
2020-12-27,18
2020-12-28,34
2020-12-29,30
2020-12-30,36
2020-12-31,33
2021-01-01,20
2021-01-02,10
2021-01-03,11
2021-01-04,19
2021-01-05,45
2021-01-06,43
2021-01-07,48
2021-01-08,44
2021-01-09,11
2021-01-10,16
2021-01-11,29
2021-01-12,45
2021-01-13,30
2021-01-14,54
2021-01-15,55
2021-01-16,15
2021-01-17,6
2021-01-18,31
2021-01-19,44
2021-01-20,45
2021-01-21,85
2021-01-22,77
2021-01-23,13
2021-01-24,15
2021-01-25,51
2021-01-26,41
2021-01-27,57
2021-01-28,108
2021-01-29,62
2021-01-30,22
2021-01-31,34
2021-02-01,63
2021-02-02,68
2021-02-03,91
2021-02-04,75
2021-02-05,55
2021-02-06,22
2021-02-07,30
2021-02-08,32
2021-02-09,24
2021-02-10,65
2021-02-11,75
2021-02-12,58
2021-02-13,17
2021-02-14,17
2021-02-15,30
2021-02-16,55
2021-02-17,57
2021-02-18,158
2021-02-19,75
2021-02-20,12
2021-02-21,28
2021-02-22,38
2021-02-23,61
2021-02-24,61
2021-02-25,79
2021-02-26,87
2021-02-27,22
2021-02-28,29
2021-03-01,60
2021-03-02,54
2021-03-03,45
2021-03-04,84
2021-03-05,68
2021-03-06,16
2021-03-07,10
2021-03-08,32
2021-03-09,109
2021-03-10,44
2021-03-11,58
2021-03-12,67
2021-03-13,18
2021-03-14,15
2021-03-15,54
2021-03-16,58
2021-03-17,51
2021-03-18,84
2021-03-19,58
2021-03-20,15
2021-03-21,10
2021-03-22,36
2021-03-23,55
2021-03-24,53
2021-03-25,98
2021-03-26,86
2021-03-27,16
2021-03-28,25
2021-03-29,67
2021-03-30,85
2021-03-31,74
2021-04-01,85
2021-04-02,74
2021-04-03,21
2021-04-04,14
2021-04-05,39
2021-04-06,39
2021-04-07,43
2021-04-08,82
2021-04-09,72
2021-04-10,11
2021-04-11,12
2021-04-12,43
2021-04-13,60
2021-04-14,48
2021-04-15,99
2021-04-16,54
2021-04-17,8
2021-04-18,10
2021-04-19,41
2021-04-20,67
2021-04-21,29
2021-04-22,72
2021-04-23,79
2021-04-24,20
2021-04-25,19
2021-04-26,39
2021-04-27,50
2021-04-28,43
2021-04-29,125
2021-04-30,96
2021-05-01,22
2021-05-02,14
2021-05-03,42
2021-05-04,52
2021-05-05,51
2021-05-06,77
2021-05-07,59
2021-05-08,22
2021-05-09,12
2021-05-10,40
2021-05-11,33
2021-05-12,52
2021-05-13,65
2021-05-14,72
2021-05-15,51
2021-05-16,15
2021-05-17,72
2021-05-18,59
2021-05-19,61
2021-05-20,83
2021-05-21,75
2021-05-22,15
2021-05-23,19
2021-05-24,90
2021-05-25,73
2021-05-26,56
2021-05-27,113
2021-05-28,75
2021-05-29,27
2021-05-30,22
2021-05-31,70
2021-06-01,76
2021-06-02,46
2021-06-03,78
2021-06-04,131
2021-06-05,23
2021-06-06,11
2021-06-07,29
2021-06-08,49
2021-06-09,62
2021-06-10,88
2021-06-11,78
2021-06-12,21
2021-06-13,18
2021-06-14,58
2021-06-15,112
2021-06-16,150
2021-06-17,107
2021-06-18,78
2021-06-19,15
2021-06-20,17
2021-06-21,40
2021-06-22,79
2021-06-23,46
2021-06-24,258
2021-06-25,46
2021-06-26,12
2021-06-27,7
2021-06-28,109
2021-06-29,87
2021-06-30,108
2021-07-01,103
2021-07-02,49
2021-07-03,12
2021-07-04,11
2021-07-05,119
2021-07-06,37
2021-07-07,136
2021-07-08,87
2021-07-09,71
2021-07-10,8
2021-07-11,15
2021-07-12,41
2021-07-13,153
2021-07-14,62
2021-07-15,95
2021-07-16,65
2021-07-17,15
2021-07-18,109
2021-07-19,26
2021-07-20,92
2021-07-21,59
2021-07-22,107
2021-07-23,66
2021-07-24,35
2021-07-25,54
2021-07-26,58
2021-07-27,116
2021-07-28,64
2021-07-29,96
2021-07-30,92
2021-07-31,78
2021-08-01,19
2021-08-02,62
2021-08-03,57
2021-08-04,109
2021-08-05,61
2021-08-06,76
2021-08-07,47
2021-08-08,9
2021-08-09,52
2021-08-10,56
2021-08-11,81
2021-08-12,69
2021-08-13,81
2021-08-14,87
2021-08-15,15
2021-08-16,39
2021-08-17,68
2021-08-18,58
2021-08-19,149
2021-08-20,67
2021-08-21,13
2021-08-22,22
2021-08-23,54
2021-08-24,156
2021-08-25,90
2021-08-26,99
2021-08-27,78
2021-08-28,92
2021-08-29,14
2021-08-30,54
2021-08-31,81
2021-09-01,166
2021-09-02,79
2021-09-03,59
2021-09-04,34
2021-09-05,18
2021-09-06,50
2021-09-07,60
2021-09-08,57
2021-09-09,175
2021-09-10,65
2021-09-11,78
2021-09-12,176
2021-09-13,48
2021-09-14,64
2021-09-15,84
2021-09-16,107
2021-09-17,87
2021-09-18,19
2021-09-19,15
2021-09-20,48
2021-09-21,86
2021-09-22,75
2021-09-23,84
2021-09-24,72
2021-09-25,20
2021-09-26,14
2021-09-27,56
2021-09-28,86
2021-09-29,98
2021-09-30,176
2021-10-01,161
2021-10-02,32
2021-10-03,17
2021-10-04,60
2021-10-05,63
2021-10-06,61
2021-10-07,86
2021-10-08,82
2021-10-09,10
2021-10-10,22
2021-10-11,34
2021-10-12,66
2021-10-13,80
2021-10-14,122
2021-10-15,86
2021-10-16,24
2021-10-17,11
2021-10-18,58
2021-10-19,68
2021-10-20,73
2021-10-21,108
2021-10-22,94
2021-10-23,20
2021-10-24,10
2021-10-25,58
2021-10-26,84
2021-10-27,60
2021-10-28,229
2021-10-29,101
2021-10-30,30
2021-10-31,24
2021-11-01,64
2021-11-02,57
2021-11-03,45
2021-11-04,121
2021-11-05,82
2021-11-06,44
2021-11-07,119
2021-11-08,59
2021-11-09,64
2021-11-10,55
2021-11-11,139
2021-11-12,80
2021-11-13,12
2021-11-14,21
2021-11-15,56
2021-11-16,98
2021-11-17,66
2021-11-18,95
2021-11-19,92
2021-11-20,20
2021-11-21,19
2021-11-22,52
2021-11-23,57
2021-11-24,66
2021-11-25,50
2021-11-26,69
2021-11-27,29
2021-11-28,10
2021-11-29,37
2021-11-30,71
2021-12-01,161
2021-12-02,119
2021-12-03,94
2021-12-04,31
2021-12-05,16
2021-12-06,56
2021-12-07,73
2021-12-08,59
2021-12-09,89
2021-12-10,78
2021-12-11,29
2021-12-12,19
2021-12-13,38
2021-12-14,83
2021-12-15,91
2021-12-16,111
2021-12-17,81
2021-12-18,23
2021-12-19,18
2021-12-20,77
2021-12-21,84
2021-12-22,100
2021-12-23,63
2021-12-24,45
2021-12-25,11
2021-12-26,17
2021-12-27,30
2021-12-28,27
2021-12-29,33
2021-12-30,41
2021-12-31,36
2022-01-01,16
2022-01-02,10
2022-01-03,40
2022-01-04,34
2022-01-05,40
2022-01-06,80
2022-01-07,69
2022-01-08,22
2022-01-09,14
2022-01-10,43
2022-01-11,46
2022-01-12,153
2022-01-13,82
2022-01-14,71
2022-01-15,21
2022-01-16,17
2022-01-17,49
2022-01-18,60
2022-01-19,57
2022-01-20,120
2022-01-21,98
2022-01-22,17
2022-01-23,15
2022-01-24,50
2022-01-25,60
2022-01-26,98
2022-01-27,113
2022-01-28,85
2022-01-29,11
2022-01-30,18
2022-01-31,59
2022-02-01,44
2022-02-02,59
2022-02-03,71
2022-02-04,68
2022-02-05,23
2022-02-06,12
2022-02-07,49
2022-02-08,73
2022-02-09,85
2022-02-10,110
2022-02-11,82
2022-02-12,30
2022-02-13,28
2022-02-14,50
2022-02-15,53
2022-02-16,59
2022-02-17,91
2022-02-18,78
2022-02-19,27
2022-02-20,73
2022-02-21,121
2022-02-22,87
2022-02-23,75
2022-02-24,78
2022-02-25,72
2022-02-26,17
2022-02-27,21
2022-02-28,94
2022-03-01,97
2022-03-02,69
2022-03-03,75
2022-03-04,87
2022-03-05,21
2022-03-06,15
2022-03-07,53
2022-03-08,66
2022-03-09,75
2022-03-10,89
2022-03-11,75
2022-03-12,17
2022-03-13,21
2022-03-14,62
2022-03-15,65
2022-03-16,54
2022-03-17,92
2022-03-18,68
2022-03-19,20
2022-03-20,21
2022-03-21,47
2022-03-22,60
2022-03-23,62
2022-03-24,92
2022-03-25,64
2022-03-26,20
2022-03-27,19
2022-03-28,52
2022-03-29,105
2022-03-30,78
2022-03-31,101
2022-04-01,73
2022-04-02,19
2022-04-03,24
2022-04-04,35
2022-04-05,76
2022-04-06,55
2022-04-07,73
2022-04-08,56
2022-04-09,22
2022-04-10,19
2022-04-11,39
2022-04-12,71
2022-04-13,107
2022-04-14,83
2022-04-15,56
2022-04-16,24
2022-04-17,11
2022-04-18,33
2022-04-19,53
2022-04-20,69
2022-04-21,129
2022-04-22,73
2022-04-23,15
2022-04-24,21
2022-04-25,46
2022-04-26,59
2022-04-27,118
2022-04-28,96
2022-04-29,95
2022-04-30,31
2022-05-01,23
2022-05-02,82
2022-05-03,55
2022-05-04,47
2022-05-05,124
2022-05-06,59
2022-05-07,21
2022-05-08,13
2022-05-09,64
2022-05-10,71
2022-05-11,74
2022-05-12,96
2022-05-13,106
2022-05-14,29
2022-05-15,18
2022-05-16,54
2022-05-17,73
2022-05-18,74
2022-05-19,101
2022-05-20,96
2022-05-21,16
2022-05-22,18
2022-05-23,68
2022-05-24,78
2022-05-25,79
2022-05-26,110
2022-05-27,83
2022-05-28,21
2022-05-29,24
2022-05-30,357
2022-05-31,188
2022-06-01,133
2022-06-02,126
2022-06-03,80
2022-06-04,27
2022-06-05,10
2022-06-06,40
2022-06-07,65
2022-06-08,59
2022-06-09,108
2022-06-10,85
2022-06-11,24
2022-06-12,51
2022-06-13,142
2022-06-14,80
2022-06-15,70
2022-06-16,99
2022-06-17,75
2022-06-18,30
2022-06-19,13
2022-06-20,68
2022-06-21,100
2022-06-22,76
2022-06-23,103
2022-06-24,39
2022-06-25,21
2022-06-26,10
2022-06-27,33
2022-06-28,62
2022-06-29,86
2022-06-30,82
2022-07-01,54
2022-07-02,18
2022-07-03,12
2022-07-04,37
2022-07-05,42
2022-07-06,56
2022-07-07,97
2022-07-08,89
2022-07-09,14
2022-07-10,24
2022-07-11,65
2022-07-12,64
2022-07-13,82
2022-07-14,88
2022-07-15,101
2022-07-16,27
2022-07-17,17
2022-07-18,52
2022-07-19,87
2022-07-20,61
2022-07-21,149
2022-07-22,73
2022-07-23,22
2022-07-24,11
2022-07-25,47
2022-07-26,69
2022-07-27,129
2022-07-28,102
2022-07-29,75
2022-07-30,18
2022-07-31,17
2022-08-01,79
2022-08-02,59
2022-08-03,81
2022-08-04,92
2022-08-05,108
2022-08-06,15
2022-08-07,15
2022-08-08,65
2022-08-09,80
2022-08-10,55
2022-08-11,71
2022-08-12,64
2022-08-13,22
2022-08-14,22
2022-08-15,54
2022-08-16,55
2022-08-17,68
2022-08-18,92
2022-08-19,81
2022-08-20,16
2022-08-21,18
2022-08-22,62
2022-08-23,77
2022-08-24,71
2022-08-25,87
2022-08-26,87
2022-08-27,39
2022-08-28,22
2022-08-29,45
2022-08-30,94
2022-08-31,87
2022-09-01,124
2022-09-02,65
2022-09-03,23
2022-09-04,15
2022-09-05,45
2022-09-06,123
2022-09-07,73
2022-09-08,85
2022-09-09,96
2022-09-10,22
2022-09-11,28
2022-09-12,60
2022-09-13,73
2022-09-14,85
2022-09-15,107
2022-09-16,73
2022-09-17,15
2022-09-18,21
2022-09-19,70
2022-09-20,92
2022-09-21,75
2022-09-22,134
2022-09-23,71
2022-09-24,20
2022-09-25,14
2022-09-26,58
2022-09-27,83
2022-09-28,142
2022-09-29,133
2022-09-30,147
2022-10-01,42
2022-10-02,40
2022-10-03,127
2022-10-04,77
2022-10-05,68
2022-10-06,103
2022-10-07,70
2022-10-08,52
2022-10-09,19
2022-10-10,53
2022-10-11,90
2022-10-12,73
2022-10-13,111
2022-10-14,183
2022-10-15,20
2022-10-16,17
2022-10-17,98
2022-10-18,79
2022-10-19,60
2022-10-20,128
2022-10-21,125
2022-10-22,24
2022-10-23,21
2022-10-24,70
2022-10-25,106
2022-10-26,94
2022-10-27,104
2022-10-28,98
2022-10-29,26
2022-10-30,29
2022-10-31,113
2022-11-01,87
2022-11-02,62
2022-11-03,116
2022-11-04,94
2022-11-05,22
2022-11-06,23
2022-11-07,63
2022-11-08,83
2022-11-09,69
2022-11-10,103
2022-11-11,123
2022-11-12,19
2022-11-13,23
2022-11-14,86
2022-11-15,108
2022-11-16,101
2022-11-17,113
2022-11-18,85
2022-11-19,43
2022-11-20,16
2022-11-21,69
2022-11-22,73
2022-11-23,115
2022-11-24,64
2022-11-25,63
2022-11-26,11
2022-11-27,14
2022-11-28,42
2022-11-29,80
2022-11-30,123
2022-12-01,133
2022-12-02,93
2022-12-03,17
2022-12-04,26
2022-12-05,58
2022-12-06,111
2022-12-07,82
2022-12-08,146
2022-12-09,82
2022-12-10,14
2022-12-11,38
2022-12-12,67
2022-12-13,97
2022-12-14,88
2022-12-15,136
2022-12-16,134
2022-12-17,29
2022-12-18,27
2022-12-19,69
2022-12-20,84
2022-12-21,88
2022-12-22,110
2022-12-23,68
2022-12-24,36
2022-12-25,18
2022-12-26,38
2022-12-27,41
2022-12-28,33
2022-12-29,37
2022-12-30,44
2022-12-31,23
2023-01-01,19
2023-01-02,31
2023-01-03,44
2023-01-04,36
2023-01-05,94
2023-01-06,101
2023-01-07,20
2023-01-08,28
2023-01-09,58
2023-01-10,60
2023-01-11,86
2023-01-12,85
2023-01-13,76
2023-01-14,25
2023-01-15,28
2023-01-16,66
2023-01-17,74
2023-01-18,51
2023-01-19,117
2023-01-20,112
2023-01-21,24
2023-01-22,19
2023-01-23,68
2023-01-24,90
2023-01-25,179
2023-01-26,140
2023-01-27,101
2023-01-28,20
2023-01-29,33
2023-01-30,63
2023-01-31,107
2023-02-01,96
2023-02-02,139
2023-02-03,112
2023-02-04,42
2023-02-05,58
2023-02-06,135
2023-02-07,70
2023-02-08,67
2023-02-09,83
2023-02-10,80
2023-02-11,14
2023-02-12,25
2023-02-13,84
2023-02-14,116
2023-02-15,109
2023-02-16,122
2023-02-17,125
2023-02-18,22
2023-02-19,17
2023-02-20,55
2023-02-21,61
2023-02-22,38
2023-02-23,71
2023-02-24,69
2023-02-25,19
2023-02-26,22
2023-02-27,73
2023-02-28,79
2023-03-01,66
2023-03-02,63
2023-03-03,51
2023-03-04,5
2023-03-05,7
2023-03-06,21
2023-03-07,9
2023-03-08,11
2023-03-09,23
2023-03-10,31
2023-03-12,3
2023-03-13,9
2023-03-14,10
2023-03-15,12
2023-03-16,12
2023-03-17,14
2023-03-19,1
2023-03-20,10
2023-03-21,10
2023-03-22,4
2023-03-23,16
2023-03-24,19
2023-03-26,1
2023-03-27,7
2023-03-28,13
2023-03-29,8
2023-03-30,33
2023-03-31,30
2023-04-01,4
2023-04-02,3
2023-04-03,17
2023-04-04,5
2023-04-05,7
2023-04-06,8
2023-04-07,9
2023-04-09,2
2023-04-10,4
2023-04-11,3
2023-04-12,7
2023-04-13,5
2023-04-14,9
2023-04-15,2
2023-04-16,1
2023-04-18,5
2023-04-19,6
2023-04-20,18
2023-04-21,8
2023-04-23,2
2023-04-24,4
2023-04-25,8
2023-04-26,2
2023-04-27,13
2023-04-28,13
2023-04-30,3
2023-05-01,15
2023-05-02,4
2023-05-03,2
2023-05-04,4
2023-05-05,8
2023-05-07,1
2023-05-08,2
2023-05-09,3
2023-05-10,4
2023-05-12,4
2023-05-15,6
2023-05-16,2
2023-05-17,1
2023-05-18,3
2023-05-19,4
2023-05-21,1
2023-05-22,1
2023-05-23,1
2023-05-24,3
2023-05-25,4
2023-05-26,3
2023-05-28,1
2023-05-29,2
2023-05-30,2
2023-05-31,15
2023-06-01,24
2023-06-02,4
2023-06-05,3
2023-06-06,6
2023-06-09,3
2023-06-12,3
2023-06-14,2
2023-06-15,4
2023-06-16,2
2023-06-19,2
2023-06-20,1
2023-06-21,3
2023-06-22,1
2023-06-23,3
2023-06-26,3
2023-06-27,5
2023-06-29,2
2023-06-30,18
2023-07-02,1
2023-07-03,10
2023-07-04,2
2023-07-05,1
2023-07-06,3
2023-07-07,4
2023-07-10,1
2023-07-11,1
2023-07-12,2
2023-07-14,1
2023-07-17,1
2023-07-18,2
2023-07-19,2
2023-07-20,5
2023-07-23,1
2023-07-25,1
2023-07-26,1
2023-07-27,3
2023-07-28,2
2023-07-30,2
2023-07-31,5
2023-08-01,9
2023-08-04,3
2023-08-08,1
2023-08-11,1
2023-08-15,6
2023-08-16,1
2023-08-17,3
2023-08-18,3
2023-08-21,1
2023-08-23,1
2023-08-25,1
2023-08-29,1
2023-08-31,3
2023-09-01,13
2023-09-04,1
2023-09-05,2
2023-09-06,1
2023-09-07,2
2023-09-11,2
2023-09-15,2
2023-09-18,1
2023-09-19,2
2023-09-20,2
2023-09-21,1
2023-09-28,1
2023-09-29,4
2023-10-02,7
2023-10-03,2
2023-10-05,2
2023-10-06,2
2023-10-09,1
2023-10-10,2
2023-10-11,1
2023-10-13,2
2023-10-17,1
2023-10-19,1
2023-10-20,5
2023-10-23,4
2023-10-26,1
2023-10-27,4
2023-10-30,5
2023-10-31,12
2023-11-01,5
2023-11-09,4
2023-11-10,1
2023-11-11,2
2023-11-14,1
2023-11-15,2
2023-11-17,1
2023-11-20,1
2023-11-22,1
2023-11-23,3
2023-11-24,3
2023-11-28,1
2023-11-30,10
2023-12-01,29
2023-12-02,1
2023-12-06,1
2023-12-07,2
2023-12-08,1
2023-12-11,5
2023-12-12,1
2023-12-13,1
2023-12-14,1
2023-12-15,4
2023-12-18,1
2023-12-19,1
2023-12-20,6
2023-12-21,2
2023-12-22,6
2023-12-23,1
2023-12-24,2
2023-12-25,6
2023-12-26,1
2023-12-28,2
2023-12-29,18
2023-12-30,4
2023-12-31,1
2024-01-01,11
2024-01-02,1
2024-01-03,2
2024-01-10,1
2024-01-11,1
2024-01-12,1
2024-01-15,1
2024-01-19,1
2024-01-24,1
2024-01-25,1
2024-01-31,2
2024-02-01,1
2024-02-05,1
2024-02-08,1
2024-02-15,1
2024-02-20,3
2024-02-24,1
2024-02-29,2
2024-03-01,2
2024-03-03,1
2024-03-14,1
2024-03-17,1
2024-03-22,1
2024-03-27,1
2024-03-29,1
2024-04-04,1
2024-04-05,1
2024-04-12,1
2024-04-15,1
2024-04-28,1
2024-05-01,1
2024-05-10,1
2024-05-16,1
2024-05-27,1
2024-06-07,1
2024-06-14,1
2024-06-27,1
2024-06-28,2
2024-07-01,1
2024-07-02,1
2024-07-17,1
2024-07-22,1
2024-07-30,1
2024-07-31,1
